Reading_Score,Writing_Score,Listening_Score,Speaking_Score,Attendance_Percentage,Practice_Hours,Vocabulary_Score,Grammar_Score,Mock_Test_Score,Final_IELTS_Band
4.4,3.5,2.8,3.8,100.0,3.0,33.9,36.6,4.3,3.6
5.3,5.7,5.9,4.9,100.0,8.0,42.1,63.6,4.2,5.4
7.3,7.2,7.7,5.2,100.0,7.9,81.4,65.1,4.6,6.8
2.9,4.5,3.3,4.7,100.0,3.7,49.2,40.6,4.3,4.0
6.9,6.4,6.6,5.3,100.0,5.2,85.3,75.5,5.5,6.5
4.9,3.9,3.7,3.5,100.0,3.2,30.2,32.3,2.5,3.8
5.5,4.1,5.4,4.2,100.0,5.2,67.9,61.0,6.1,5.2
4.1,4.0,4.9,5.3,100.0,6.5,41.4,46.3,4.2,4.7
7.3,6.9,6.4,7.7,100.0,7.2,85.8,63.0,5.8,7.1
6.9,6.5,7.5,6.6,100.0,7.5,59.5,59.6,8.2,6.9
3.8,5.1,3.7,4.7,100.0,1.8,47.4,50.4,3.8,4.2
4.1,3.3,5.2,4.4,100.0,4.8,48.4,40.4,4.0,4.3
5.5,5.9,5.5,5.1,100.0,4.5,61.4,67.1,6.8,5.5
5.5,4.8,4.3,2.8,100.0,5.1,40.1,35.5,4.8,4.7
5.3,6.2,5.6,5.2,100.0,5.8,46.3,61.9,4.9,5.4
5.2,5.0,4.3,4.3,100.0,3.9,53.2,53.9,4.7,4.7
3.3,3.6,2.7,3.7,100.0,3.6,33.3,20.0,3.1,3.4
4.8,5.7,3.7,5.0,100.0,4.6,44.5,52.7,4.7,4.6
3.6,4.3,3.4,3.6,100.0,1.8,22.6,22.2,4.0,3.6
3.9,3.4,4.7,6.0,100.0,6.6,67.4,46.3,3.6,4.5
6.7,5.4,6.0,7.2,100.0,5.8,78.4,86.5,7.6,6.4
2.6,3.6,3.1,1.0,100.0,3.9,27.2,34.3,4.6,3.1
5.6,5.5,6.3,5.5,100.0,6.9,74.1,64.1,6.1,5.7
4.3,5.5,4.2,3.4,100.0,5.2,55.2,42.6,4.3,4.1
6.4,5.4,5.3,4.0,100.0,5.1,50.7,56.6,5.3,5.5
3.7,5.8,6.1,5.8,100.0,4.7,57.1,74.2,6.4,5.3
5.3,4.3,5.7,5.7,100.0,8.0,61.8,50.8,5.1,5.2
7.1,6.2,6.6,5.9,100.0,7.3,69.5,62.1,6.5,6.6
6.3,5.2,6.4,7.1,100.0,7.2,47.3,66.8,5.9,6.2
5.2,3.9,5.7,5.2,100.0,2.5,47.3,49.0,3.7,4.8
4.3,3.3,4.9,4.8,100.0,2.6,43.8,33.1,4.2,4.5
3.2,3.6,3.3,3.9,100.0,4.4,36.4,45.2,4.5,3.7
2.2,5.1,4.9,5.1,100.0,0.8,38.1,43.3,4.1,4.5
8.7,8.5,8.7,8.3,100.0,9.9,100.0,100.0,7.7,8.4
5.9,6.1,6.2,6.2,100.0,4.9,66.6,57.5,6.2,6.1
2.7,1.9,3.6,1.7,100.0,1.7,29.7,20.0,4.2,2.8
3.0,3.9,4.2,4.3,100.0,0.9,33.3,50.8,3.6,3.7
7.0,4.8,5.9,5.5,100.0,6.1,55.4,68.7,5.6,5.9
7.6,5.8,7.0,8.2,100.0,7.5,44.3,50.1,5.6,6.9
5.8,5.3,6.4,5.3,100.0,6.3,60.4,66.9,6.4,5.9
4.3,5.5,5.1,4.8,100.0,5.3,48.4,41.5,5.4,4.9
3.9,4.7,4.1,5.3,100.0,5.1,44.5,31.1,3.8,4.3
5.8,5.3,5.3,4.4,100.0,6.5,53.6,33.9,6.1,5.3
6.5,5.6,5.2,5.4,100.0,5.8,20.0,51.1,5.5,5.4
2.1,4.4,2.8,2.4,100.0,0.5,28.8,32.3,3.5,3.0
2.8,5.6,5.2,4.5,100.0,6.0,55.6,61.8,4.7,4.8
4.5,3.9,4.1,5.0,100.0,4.9,23.9,49.8,4.8,4.6
6.0,5.2,5.3,4.4,100.0,4.7,45.9,60.9,5.5,5.5
7.3,8.1,9.0,8.8,100.0,6.5,100.0,98.0,7.8,8.2
5.6,4.5,4.8,6.7,100.0,5.9,44.0,67.0,6.2,5.4
5.0,4.1,5.8,4.0,100.0,5.0,50.1,25.2,5.2,4.6
6.0,5.4,4.6,5.8,100.0,5.7,58.9,73.7,5.6,5.4
4.9,6.2,6.6,7.6,100.0,6.0,61.3,46.0,5.8,6.1
6.3,4.5,5.5,5.9,100.0,7.2,56.8,47.2,7.0,6.0
5.4,7.0,6.5,5.3,100.0,9.5,56.3,66.1,5.4,6.0
6.3,8.2,7.7,8.2,100.0,8.3,84.7,90.1,8.0,7.6
2.0,3.7,3.9,3.1,100.0,3.8,28.1,26.9,2.9,3.1
6.6,5.6,6.0,4.2,100.0,4.5,39.3,63.6,5.2,5.6
4.4,3.4,4.5,5.1,100.0,2.9,26.8,41.7,4.5,4.4
5.7,5.9,5.4,4.7,100.0,5.6,47.9,55.2,5.9,5.4
3.5,4.9,4.6,6.1,100.0,5.4,20.2,37.8,3.8,4.5
4.1,3.8,3.7,4.1,100.0,5.6,47.4,64.5,5.7,4.3
3.8,3.2,4.6,6.5,100.0,7.5,43.8,42.8,4.0,4.4
5.8,6.8,6.8,5.0,100.0,4.2,68.2,62.2,6.1,6.1
4.4,6.4,6.8,7.0,100.0,4.4,69.0,65.3,6.5,6.1
2.9,2.4,3.8,3.9,100.0,4.8,38.9,29.5,2.9,3.4
4.8,4.4,4.8,5.8,100.0,7.3,54.9,58.7,5.4,5.0
4.6,3.3,4.8,5.0,100.0,4.0,29.6,54.0,4.9,4.3
3.5,2.8,3.0,3.1,100.0,0.5,36.9,28.7,3.4,3.3
5.4,4.4,6.0,3.6,100.0,3.6,49.0,38.2,4.2,4.8
5.7,4.4,4.6,4.6,100.0,5.0,67.3,65.1,4.4,4.9
8.8,7.3,6.8,8.1,100.0,7.3,86.5,87.6,6.0,7.6
5.9,4.8,4.7,5.1,100.0,5.9,60.3,39.4,6.2,5.2
3.4,3.1,3.4,3.6,100.0,5.8,28.4,48.0,3.5,3.1
3.5,4.5,4.4,4.6,100.0,6.3,42.0,52.8,4.2,4.3
6.8,5.9,7.6,5.4,100.0,7.7,65.1,81.3,5.0,6.1
8.8,8.6,6.8,7.9,100.0,8.0,77.0,95.7,8.3,7.9
3.4,3.6,3.1,2.9,100.0,1.9,28.0,52.7,2.8,3.3
4.3,1.2,2.0,2.1,100.0,3.3,28.0,20.0,3.2,2.7
6.0,7.7,6.9,7.9,100.0,7.8,73.9,70.1,7.2,7.0
4.5,6.0,6.7,4.8,100.0,5.7,64.2,50.9,4.3,5.3
4.6,3.5,3.1,3.6,100.0,1.4,44.1,31.8,4.9,3.8
5.9,4.2,6.1,5.7,100.0,4.7,49.2,59.2,6.4,5.7
2.9,1.8,2.1,3.0,100.0,2.2,20.0,20.0,2.4,2.4
5.0,5.0,5.0,5.2,100.0,3.4,54.5,38.2,5.2,4.9
4.7,4.3,5.8,5.9,100.0,5.9,49.0,46.2,4.5,4.9
5.9,4.7,5.3,5.8,100.0,7.0,53.4,60.9,6.7,5.5
2.6,3.7,5.0,3.7,100.0,4.2,52.0,46.2,5.4,4.0
4.2,4.9,6.5,5.1,100.0,6.0,41.6,45.5,5.2,5.2
4.7,3.5,3.9,4.1,100.0,4.6,20.9,44.2,4.0,3.8
6.0,5.2,7.1,5.0,100.0,4.4,46.0,40.6,4.5,6.0
4.2,2.9,3.6,5.1,100.0,1.5,38.9,20.0,2.4,3.6
3.1,4.1,4.8,4.2,100.0,3.1,44.6,42.5,4.3,4.1
3.5,4.3,4.8,2.3,100.0,4.6,53.9,29.0,4.9,3.9
4.8,5.4,5.5,8.2,100.0,4.2,52.1,50.9,6.7,6.2
7.0,4.4,5.0,5.7,100.0,4.7,65.2,52.9,6.0,5.8
4.3,4.3,3.6,5.9,100.0,3.1,57.8,39.4,5.0,4.4
4.2,4.0,6.5,6.3,100.0,2.3,44.0,40.7,4.2,5.1
3.3,3.5,2.9,4.1,100.0,1.1,35.3,20.0,3.3,3.2
4.1,4.9,4.5,4.5,100.0,6.1,27.2,31.9,4.3,4.3
6.1,3.3,4.1,5.2,100.0,3.8,66.8,28.0,5.0,4.9
7.6,8.9,8.8,7.0,100.0,6.3,99.3,67.2,7.9,8.3
2.5,2.6,3.1,5.4,100.0,2.6,26.5,57.9,3.5,3.1
5.0,8.3,6.4,6.0,100.0,8.0,80.3,71.3,7.5,6.4
6.2,6.1,6.4,6.0,100.0,3.7,78.1,80.2,7.6,6.5
4.9,4.1,4.6,5.4,100.0,6.9,41.3,52.4,5.2,4.9
6.0,6.0,7.0,7.0,100.0,5.5,70.4,74.9,8.1,6.5
6.4,5.8,6.5,4.9,100.0,5.0,69.0,58.6,4.6,6.0
6.0,5.1,5.8,6.7,100.0,5.0,56.5,62.2,5.4,5.6
4.9,4.8,5.0,5.8,100.0,4.1,53.6,36.7,4.0,4.9
7.6,8.0,6.6,6.8,100.0,6.7,69.1,64.6,6.2,6.9
6.8,5.6,6.0,6.0,100.0,7.8,75.4,69.5,6.8,6.2
3.6,4.3,5.7,5.2,100.0,4.0,45.7,21.3,5.1,5.0
2.6,4.8,2.8,3.0,100.0,2.1,31.3,43.2,2.9,3.2
5.4,5.0,4.9,6.1,100.0,5.4,25.9,57.6,5.1,5.1
4.4,2.5,4.1,4.1,100.0,4.1,44.4,20.0,4.9,3.9
5.1,5.4,5.7,6.0,100.0,3.9,56.3,40.3,5.7,5.5
5.8,5.4,7.3,6.4,100.0,6.9,56.2,69.6,6.7,6.1
4.9,5.8,4.4,4.5,100.0,3.2,31.4,51.6,4.0,4.8
4.3,4.2,5.2,6.0,100.0,3.6,54.5,64.6,4.5,4.8
5.0,7.9,5.3,7.0,100.0,6.3,52.8,44.5,4.5,5.8
7.2,7.4,4.4,7.4,100.0,6.9,43.0,86.1,6.0,6.2
1.8,1.5,1.2,3.1,100.0,2.8,20.0,20.0,1.7,1.8
3.0,4.3,3.8,4.8,100.0,5.0,44.0,38.7,4.8,3.9
4.4,6.0,4.8,4.8,100.0,4.0,59.9,58.8,5.4,5.0
7.2,7.2,5.6,6.7,100.0,8.3,62.2,71.1,6.6,6.5
4.6,4.8,4.9,3.6,100.0,3.8,41.1,45.2,3.1,4.1
2.6,4.0,2.7,3.1,100.0,3.6,20.0,41.8,2.8,3.1
5.3,5.6,5.6,6.1,100.0,5.7,72.5,61.8,5.4,5.4
4.6,3.9,3.3,2.5,100.0,4.5,42.2,30.6,5.8,3.7
2.9,3.2,3.5,3.6,100.0,3.7,25.5,23.8,2.7,3.3
4.5,5.1,2.4,4.6,100.0,5.3,29.1,55.4,4.1,3.8
4.2,5.1,4.7,4.7,100.0,2.3,34.6,54.1,5.1,4.3
3.6,4.6,4.3,4.6,100.0,1.7,59.0,25.4,3.6,4.4
1.8,3.1,2.5,1.2,100.0,2.7,20.0,20.0,3.7,2.3
5.8,4.1,5.0,5.4,100.0,6.9,59.5,63.7,7.5,5.6
6.5,6.8,6.7,7.4,100.0,5.7,67.0,75.3,5.9,6.5
6.0,6.0,5.0,5.8,100.0,6.5,53.5,53.0,5.4,5.4
1.0,5.2,3.0,3.9,100.0,1.2,31.9,20.0,5.2,3.3
4.1,3.3,5.3,4.3,100.0,9.6,47.3,35.7,5.8,4.3
4.7,6.5,6.4,5.0,100.0,7.0,50.1,66.4,4.7,5.6
6.9,5.8,5.8,3.7,100.0,6.8,46.4,64.0,6.0,5.8
4.9,6.3,5.2,6.5,100.0,6.1,68.9,70.0,4.8,5.7
4.2,5.7,4.3,5.7,100.0,3.0,33.5,50.6,5.7,4.8
6.3,5.6,5.8,4.2,100.0,3.2,44.6,45.0,5.2,5.7
4.5,5.9,6.0,4.7,100.0,5.5,49.8,53.1,6.0,5.2
7.1,7.0,8.7,7.1,100.0,5.9,61.3,70.2,6.1,7.3
5.2,5.4,5.3,7.1,100.0,4.9,63.2,64.7,5.0,5.6
5.5,5.9,6.1,5.9,100.0,4.1,70.8,72.7,6.3,6.2
4.5,4.4,6.2,4.0,100.0,5.5,44.0,70.0,6.5,5.2
6.1,6.6,7.8,6.5,100.0,6.6,52.7,79.3,6.3,6.7
7.7,3.2,4.1,4.6,100.0,6.4,45.9,64.4,4.8,5.0
4.6,4.4,4.0,3.4,100.0,4.4,32.6,56.3,4.2,4.4
7.6,6.6,7.8,6.4,100.0,7.4,58.7,69.0,7.9,7.1
6.2,5.5,7.9,5.0,100.0,10.0,54.5,72.4,5.4,5.9
3.2,4.7,5.0,3.8,100.0,5.6,37.8,49.1,4.3,4.0
4.7,3.0,4.2,4.5,100.0,2.4,42.7,49.0,5.0,4.2
6.2,7.2,4.6,5.5,100.0,6.1,39.9,52.3,6.0,6.0
4.9,5.5,7.2,4.3,100.0,5.6,62.7,43.0,5.4,5.8
6.0,5.1,5.8,5.6,100.0,3.3,69.6,56.4,6.0,5.7
5.9,4.4,4.8,5.0,100.0,3.3,69.0,58.2,5.8,5.3
8.5,7.1,6.9,7.7,100.0,8.2,69.7,69.7,7.1,7.4
6.0,7.6,6.5,7.0,100.0,7.7,72.8,65.1,6.9,7.0
4.4,6.2,5.6,4.7,100.0,3.7,58.4,44.0,5.8,5.5
5.8,6.9,5.5,6.7,100.0,7.9,63.7,55.4,5.4,6.1
4.9,4.3,3.3,3.0,100.0,3.9,36.3,29.7,4.8,4.0
4.0,5.1,4.3,6.6,100.0,7.4,62.8,42.7,5.7,5.1
5.5,5.8,7.9,6.5,100.0,9.3,86.0,71.3,8.2,6.7
4.8,4.5,4.5,5.0,100.0,4.4,38.6,53.9,4.8,4.4
3.6,3.8,4.3,3.8,100.0,6.2,44.8,51.8,4.2,4.2
4.2,5.2,5.2,3.3,100.0,2.3,56.9,61.0,4.5,4.8
4.4,4.0,3.9,4.5,100.0,7.0,42.5,29.7,4.1,4.2
3.6,5.6,4.0,3.5,100.0,2.5,53.6,50.2,5.2,4.3
3.1,5.7,4.7,3.1,100.0,4.4,20.0,47.8,4.9,4.2
4.9,2.9,3.4,1.0,100.0,2.0,34.9,26.5,3.3,2.9
4.2,3.3,5.9,4.2,100.0,4.5,52.9,54.3,5.7,4.5
5.2,7.4,6.3,7.3,100.0,10.0,73.8,74.6,6.4,6.7
4.8,5.2,3.5,5.0,100.0,2.9,25.1,31.4,6.0,4.7
6.5,5.5,7.6,6.2,100.0,8.6,67.7,67.6,7.0,6.3
5.6,7.1,6.5,5.3,100.0,5.4,66.7,53.6,6.5,6.1
6.6,6.6,5.3,5.8,100.0,8.0,54.9,59.2,6.9,5.8
5.1,4.4,5.3,3.0,100.0,3.2,42.6,52.1,2.7,4.3
5.8,7.6,6.3,5.2,100.0,6.7,62.6,55.2,5.5,6.2
4.9,5.0,3.9,4.6,100.0,4.3,31.7,27.7,3.4,4.6
4.4,6.7,6.8,6.5,100.0,5.3,69.1,66.5,5.0,6.1
5.8,5.7,4.8,5.4,100.0,9.4,41.4,54.9,4.9,5.3
5.0,6.3,6.4,4.5,100.0,6.9,50.5,54.2,4.7,5.5
4.7,3.2,3.3,3.7,100.0,2.9,31.0,49.2,2.8,3.5
4.0,3.9,2.9,1.9,100.0,2.6,24.6,30.3,4.1,3.5
5.2,4.9,5.0,6.5,100.0,6.0,71.3,57.2,7.1,5.7
4.4,3.5,4.3,4.1,100.0,1.8,27.8,20.0,2.9,3.7
6.3,5.2,4.9,4.4,100.0,8.4,64.8,53.9,4.7,5.0
3.9,2.7,4.5,4.8,100.0,3.6,20.7,20.0,3.0,3.7
5.2,6.1,6.9,4.4,100.0,6.1,69.8,53.6,5.9,5.8
3.1,3.2,4.5,4.0,100.0,4.7,20.0,20.0,2.4,3.5
5.7,6.1,5.8,6.2,100.0,4.7,72.4,49.4,5.2,5.6
5.7,4.2,5.9,4.7,100.0,4.2,70.7,58.6,5.2,5.2
4.8,4.1,3.3,4.1,100.0,3.8,34.0,37.1,4.4,4.1
4.1,5.8,6.4,4.3,100.0,6.1,50.5,54.6,6.0,5.2
5.6,5.0,5.6,2.8,100.0,6.2,58.5,50.7,5.2,5.2
4.1,4.2,4.8,3.4,100.0,2.0,26.7,36.9,4.1,4.4
3.1,2.3,5.0,3.2,100.0,2.8,35.2,34.5,3.3,3.4
2.1,3.0,2.2,3.2,100.0,0.5,20.0,20.0,2.7,2.7
5.2,6.0,5.3,5.5,100.0,3.8,52.7,58.0,4.7,5.3
1.0,3.6,3.4,3.2,100.0,3.7,20.1,24.5,4.2,2.7
4.6,6.1,4.4,4.2,100.0,6.6,43.4,47.1,4.0,4.6
4.0,4.9,4.5,4.2,100.0,2.9,63.1,53.8,4.2,4.6
6.2,6.3,6.2,5.0,100.0,5.5,68.0,66.2,6.4,6.0
4.0,4.8,4.4,3.6,100.0,4.6,30.7,45.1,4.4,4.1
4.4,5.3,5.5,4.1,100.0,6.1,36.3,57.0,5.1,4.7
7.1,4.4,4.8,5.9,100.0,8.4,69.6,61.8,7.1,5.9
6.2,4.5,6.2,4.9,100.0,5.7,64.7,53.4,6.0,5.7
6.1,6.9,5.9,5.1,100.0,5.1,40.9,54.1,4.5,6.0
5.2,3.2,5.2,6.2,100.0,3.5,64.0,58.7,4.7,5.0
3.6,3.0,2.5,2.7,100.0,2.9,29.6,20.0,3.0,3.1
5.7,7.0,4.4,4.7,100.0,9.2,41.9,42.6,6.2,5.6
5.6,5.6,5.2,6.2,100.0,7.9,55.2,62.0,6.6,5.6
4.1,3.4,4.5,4.0,100.0,3.7,33.4,43.1,3.2,4.0
4.2,4.8,4.7,5.0,100.0,5.1,46.8,36.3,4.4,4.8
6.1,4.6,5.8,5.5,100.0,3.9,36.2,60.1,4.8,5.3
4.7,4.9,4.4,5.2,100.0,4.3,40.4,31.5,4.6,5.0
5.9,4.7,5.9,5.4,100.0,5.7,48.8,49.4,6.5,5.7
7.9,7.8,6.2,8.8,100.0,7.4,66.1,88.5,6.6,7.7
7.1,7.7,5.6,5.2,100.0,8.1,61.0,69.8,6.4,6.3
2.3,3.3,3.3,2.9,100.0,4.5,29.0,27.3,4.1,2.9
6.1,4.4,5.3,6.6,100.0,6.7,62.4,61.9,6.9,5.8
7.3,6.1,5.5,6.7,100.0,5.5,87.7,81.9,6.6,6.5
6.2,5.3,5.3,6.1,100.0,4.1,64.5,41.4,6.4,5.7
5.4,6.8,6.4,6.5,100.0,5.3,79.5,79.5,7.6,6.2
6.9,6.4,8.3,8.6,100.0,8.4,75.4,75.3,7.3,7.4
7.0,5.5,6.9,5.3,100.0,3.5,55.3,72.4,5.8,6.3
4.7,5.8,6.2,6.5,100.0,5.4,61.8,47.6,6.9,5.7
6.0,7.2,6.8,7.3,100.0,8.7,65.5,82.5,7.1,6.7
6.4,4.6,5.4,4.1,100.0,6.2,59.5,51.9,5.2,5.4
5.0,3.7,4.1,5.6,100.0,4.5,41.5,37.1,5.5,4.7
4.0,7.7,4.7,4.5,100.0,3.4,51.2,49.4,3.8,5.0
6.2,7.6,7.3,6.3,100.0,8.6,71.7,86.5,7.7,6.8
4.3,3.8,5.1,2.4,100.0,4.2,33.1,49.6,2.7,3.9
5.8,7.7,7.3,5.9,100.0,6.9,69.3,73.9,7.6,6.8
5.4,5.5,6.5,6.2,100.0,4.9,62.4,65.6,5.1,5.6
3.6,4.2,2.6,4.0,100.0,3.0,36.8,24.8,2.1,3.3
6.5,5.6,5.2,5.3,100.0,5.1,51.9,61.4,4.0,5.4
3.0,2.6,2.8,3.2,100.0,3.0,21.9,22.1,2.1,2.8
5.2,5.6,6.6,6.6,100.0,7.8,62.8,30.4,6.3,5.9
7.0,4.7,6.0,6.2,100.0,4.3,70.7,53.3,5.1,5.9
4.0,6.1,4.2,3.7,100.0,2.3,51.0,43.2,3.4,4.4
4.2,4.2,5.6,5.5,100.0,7.2,70.0,53.5,4.8,5.0
7.2,6.0,6.5,7.8,100.0,8.2,74.7,79.0,7.9,6.9
5.5,4.2,5.6,5.0,100.0,2.5,57.0,43.3,5.1,5.6
3.9,2.8,3.1,4.5,100.0,4.9,35.3,46.2,3.8,3.4
6.8,6.7,5.4,5.6,100.0,7.7,61.3,75.8,7.5,6.4
8.7,8.0,7.4,6.9,100.0,10.0,72.9,56.1,7.9,7.8
3.9,6.0,6.2,3.3,100.0,4.7,54.7,69.5,4.7,4.7
5.2,7.0,6.6,6.9,100.0,8.2,72.4,46.1,6.9,6.4
5.3,6.3,7.2,6.4,100.0,4.8,60.0,79.7,5.7,6.0
4.4,4.2,4.1,4.5,100.0,6.0,31.2,23.2,4.5,4.3
4.6,4.8,4.3,3.1,100.0,5.7,37.4,57.0,3.6,4.2
7.7,4.8,5.4,7.7,100.0,9.3,59.8,65.7,6.6,6.2
7.2,7.6,5.4,6.0,100.0,9.2,56.5,79.1,7.9,6.5
5.4,4.3,5.8,6.4,100.0,5.7,36.3,38.6,5.8,5.5
3.9,5.9,4.9,4.0,100.0,1.9,33.0,44.1,3.9,4.5
7.5,7.0,7.6,7.2,100.0,7.1,82.3,84.0,7.5,7.4
3.0,4.2,4.8,4.1,100.0,1.6,48.6,48.2,4.8,4.2
6.8,3.9,5.7,4.0,100.0,3.1,31.3,54.5,6.1,5.3
5.8,4.8,5.6,6.6,100.0,6.2,41.7,56.9,5.9,5.6
7.0,9.0,6.8,6.9,100.0,7.3,68.0,71.2,6.5,7.5
6.5,6.9,5.4,4.9,100.0,5.9,62.8,54.7,5.9,6.3
6.1,4.0,7.0,5.2,100.0,4.4,66.3,51.8,4.8,5.9
5.4,7.0,5.9,5.7,100.0,3.0,64.1,69.0,4.7,5.9
4.5,6.2,4.4,5.8,100.0,5.3,47.0,42.3,3.3,4.9
6.1,5.4,4.8,5.1,100.0,6.4,62.0,39.9,5.3,5.6
2.3,2.3,2.9,1.5,100.0,0.5,20.0,20.0,1.0,2.1
4.0,4.6,3.9,4.7,100.0,3.8,46.3,51.6,4.7,4.6
6.4,7.2,6.6,6.1,100.0,7.7,53.0,50.6,4.9,6.5
3.9,2.9,1.6,2.4,100.0,5.0,46.8,38.8,2.8,2.8
6.0,5.6,6.5,5.9,100.0,3.4,60.7,35.8,3.9,5.9
5.9,4.3,5.1,4.3,100.0,4.6,39.2,20.0,4.5,5.0
7.1,5.7,7.2,6.8,100.0,9.8,68.7,79.0,5.8,6.6
7.1,9.0,6.8,8.6,100.0,7.0,70.3,83.6,7.4,7.8
5.1,3.3,5.8,4.3,100.0,3.9,27.4,25.9,4.6,4.8
4.2,5.0,5.3,5.5,100.0,6.4,45.4,53.0,4.7,4.9
5.0,3.2,4.3,5.5,100.0,6.4,47.5,60.8,6.0,4.6
4.6,4.1,3.2,3.4,100.0,5.7,47.9,43.2,4.5,4.0
4.5,5.6,5.4,3.6,100.0,4.9,59.0,61.9,5.5,4.8
5.9,3.3,4.1,4.8,100.0,4.9,39.6,40.5,4.6,4.3
2.5,4.2,2.5,2.7,100.0,5.5,20.0,30.4,3.3,2.9
4.7,5.5,5.7,4.3,100.0,5.9,47.1,67.6,5.4,5.0
6.8,6.9,5.3,6.7,100.0,5.3,53.4,78.6,5.8,6.5
4.6,5.3,4.0,3.1,100.0,5.6,44.5,32.4,3.1,4.1
5.3,5.5,6.6,5.4,100.0,9.4,69.6,62.6,7.4,6.0
4.7,4.3,5.3,6.0,100.0,7.2,38.0,30.6,4.4,4.8
6.5,5.5,6.0,3.8,100.0,4.8,77.4,55.3,5.2,5.9
6.0,6.6,5.5,4.9,100.0,5.8,77.9,60.7,7.5,6.0
7.0,5.0,5.2,4.6,100.0,3.4,61.9,61.1,4.2,5.3
4.2,5.7,5.6,5.3,100.0,5.9,63.8,71.0,6.7,5.5
4.9,4.1,3.4,3.6,100.0,2.6,46.8,50.1,5.0,4.2
5.7,4.9,5.1,3.7,100.0,3.9,50.9,57.5,5.6,5.2
5.5,6.0,6.1,6.1,100.0,5.7,28.9,39.9,4.6,5.6
3.9,4.7,4.1,4.3,100.0,4.5,28.3,29.3,4.1,4.2
4.6,5.5,3.6,5.3,100.0,2.0,45.1,51.7,4.5,4.4
3.5,3.8,3.2,3.0,100.0,5.0,28.0,27.0,3.9,3.6
5.1,4.3,3.5,4.7,100.0,2.6,41.4,62.6,4.7,4.4
5.1,5.0,5.3,5.5,100.0,3.1,48.4,26.5,4.3,5.1
5.5,3.7,5.1,3.8,100.0,2.8,25.1,52.4,4.3,4.5
3.9,5.9,4.6,4.9,100.0,3.6,51.4,52.4,4.7,4.7
4.7,2.3,4.7,5.5,100.0,3.6,49.7,41.5,4.7,4.5
4.8,5.5,5.4,6.9,100.0,4.4,55.3,47.5,6.6,5.5
5.7,7.1,6.1,7.8,100.0,2.6,72.4,59.7,6.6,6.7
5.0,2.9,3.7,4.3,100.0,4.2,29.8,23.8,4.8,3.8
3.6,3.9,2.6,4.6,100.0,3.5,29.6,46.5,3.7,3.3
5.8,3.1,4.6,1.4,100.0,6.8,37.2,61.4,3.2,4.2
4.6,4.1,4.1,5.8,100.0,5.0,34.2,39.3,4.9,4.4
4.6,5.5,4.7,3.9,100.0,3.7,24.7,38.3,3.1,4.5
4.2,4.3,4.3,3.9,100.0,2.0,26.9,25.3,4.2,4.1
2.9,1.5,3.7,3.8,100.0,2.9,29.9,20.0,2.9,3.0
4.4,3.5,3.6,4.3,100.0,5.0,40.7,37.3,3.8,3.9
6.1,6.2,4.0,5.4,100.0,4.5,52.5,64.8,4.9,5.5
5.8,6.1,5.3,7.1,100.0,6.0,52.3,90.9,5.7,5.7
3.7,6.0,4.6,4.0,100.0,7.0,28.5,34.4,4.3,4.6
3.8,6.1,4.0,3.5,100.0,3.8,45.2,34.8,5.1,4.4
3.5,3.6,3.6,5.5,100.0,0.8,34.4,24.4,3.8,3.7
5.0,7.4,6.5,5.4,100.0,6.3,55.9,54.0,4.9,5.8
4.9,4.0,2.7,5.7,100.0,4.2,29.8,40.7,3.0,3.8
4.6,4.8,5.1,6.4,100.0,3.3,38.4,59.6,4.8,4.8
2.6,2.2,4.2,1.7,100.0,3.0,20.0,20.0,3.1,2.8
4.7,2.4,4.5,5.1,100.0,3.0,40.6,58.2,5.0,4.4
3.9,6.9,4.9,4.5,100.0,6.1,55.8,62.2,5.2,5.1
4.6,6.8,6.1,5.2,100.0,8.1,50.4,60.0,5.9,5.9
7.7,7.3,8.3,8.2,100.0,8.8,84.7,94.1,7.2,7.8
4.8,5.2,5.2,4.0,100.0,7.1,39.3,53.4,5.7,5.1
3.9,3.9,3.9,3.1,100.0,1.7,20.0,27.8,3.2,3.9
4.8,4.0,4.4,6.8,100.0,2.6,52.2,53.8,4.2,4.7
2.4,1.2,2.1,3.1,100.0,5.4,21.1,27.6,2.3,2.2
5.2,4.7,4.8,4.7,100.0,5.3,45.2,54.5,4.8,4.7
5.4,3.7,3.3,5.6,100.0,4.7,22.1,21.9,4.3,4.3
7.4,5.7,6.1,5.7,100.0,8.1,54.1,67.1,6.4,6.5
2.8,4.6,4.6,4.3,100.0,3.4,42.2,38.7,4.1,3.9
5.3,6.2,5.5,5.7,100.0,6.1,51.1,39.5,5.3,5.4
4.1,3.9,5.0,3.9,100.0,5.1,38.8,47.8,5.5,4.2
7.2,7.3,6.8,6.4,100.0,5.7,89.9,77.9,7.0,7.0
4.3,5.3,5.0,2.6,100.0,6.8,39.4,68.7,4.7,5.0
7.3,7.7,7.6,6.4,100.0,9.7,90.4,82.3,6.8,7.5
6.1,5.4,6.2,5.1,100.0,4.3,64.4,59.2,5.7,5.4
5.1,5.7,5.2,5.7,100.0,6.0,58.3,56.1,6.5,5.5
4.7,6.0,4.7,4.9,100.0,5.2,64.9,43.8,6.3,5.1
5.1,4.4,5.8,7.4,100.0,7.7,49.7,68.2,5.3,5.6
2.9,3.9,1.5,1.8,100.0,0.5,20.0,24.2,3.0,2.4
